,Date,AQI,Sample_Duration,Pollutant_Type
3429,1999-09-01,34,24-HR BLK AVG,81102
3430,1999-09-02,30,24-HR BLK AVG,81102
3431,1999-09-04,25,24-HR BLK AVG,81102
3432,1999-09-05,11,24-HR BLK AVG,81102
3433,1999-09-07,19,24-HR BLK AVG,81102
3434,1999-09-08,9,24-HR BLK AVG,81102
3435,1999-09-10,10,24-HR BLK AVG,81102
3436,1999-09-11,11,24-HR BLK AVG,81102
3437,1999-09-13,12,24-HR BLK AVG,81102
3438,1999-09-14,12,24-HR BLK AVG,81102
3439,1999-09-25,19,24-HR BLK AVG,81102
3440,1999-09-26,26,24-HR BLK AVG,81102
3441,1999-09-28,8,24-HR BLK AVG,81102
3442,1999-09-29,19,24-HR BLK AVG,81102
3443,1999-10-01,23,24-HR BLK AVG,81102
3444,1999-10-02,18,24-HR BLK AVG,81102
3445,1999-10-04,14,24-HR BLK AVG,81102
3446,1999-10-05,23,24-HR BLK AVG,81102
3447,1999-10-07,31,24-HR BLK AVG,81102
3448,1999-10-08,38,24-HR BLK AVG,81102
3449,1999-10-10,25,24-HR BLK AVG,81102
3450,1999-10-11,32,24-HR BLK AVG,81102
3451,1999-10-13,30,24-HR BLK AVG,81102
3452,1999-10-14,36,24-HR BLK AVG,81102
3453,1999-10-16,31,24-HR BLK AVG,81102
3454,1999-10-17,16,24-HR BLK AVG,81102
3455,1999-10-19,26,24-HR BLK AVG,81102
3456,1999-10-20,23,24-HR BLK AVG,81102
3457,1999-10-22,31,24-HR BLK AVG,81102
3458,1999-10-23,27,24-HR BLK AVG,81102
3459,1999-10-24,24,24-HR BLK AVG,81102
3460,1999-10-25,39,24-HR BLK AVG,81102
3461,1999-10-26,45,24-HR BLK AVG,81102
3462,1999-10-28,52,24-HR BLK AVG,81102
3463,1999-10-29,41,24-HR BLK AVG,81102
3464,1999-10-31,27,24-HR BLK AVG,81102
3465,1999-11-04,36,24-HR BLK AVG,81102
3466,1999-11-06,28,24-HR BLK AVG,81102
3467,1999-11-07,21,24-HR BLK AVG,81102
3468,1999-11-09,27,24-HR BLK AVG,81102
3469,1999-11-10,31,24-HR BLK AVG,81102
3470,1999-11-12,44,24-HR BLK AVG,81102
3471,1999-11-13,29,24-HR BLK AVG,81102
3472,1999-11-15,37,24-HR BLK AVG,81102
3473,1999-11-16,40,24-HR BLK AVG,81102
3474,1999-11-18,55,24-HR BLK AVG,81102
3475,1999-11-19,28,24-HR BLK AVG,81102
3476,1999-11-21,31,24-HR BLK AVG,81102
3477,1999-11-22,17,24-HR BLK AVG,81102
3478,1999-11-24,14,24-HR BLK AVG,81102
3479,1999-11-25,13,24-HR BLK AVG,81102
3480,1999-11-26,12,24-HR BLK AVG,81102
3481,1999-11-27,17,24-HR BLK AVG,81102
3482,1999-11-28,10,24-HR BLK AVG,81102
3483,1999-11-30,19,24-HR BLK AVG,81102
3484,1999-12-01,31,24-HR BLK AVG,81102
3485,1999-12-02,19,24-HR BLK AVG,81102
3486,1999-12-03,17,24-HR BLK AVG,81102
3487,1999-12-04,6,24-HR BLK AVG,81102
3488,1999-12-06,6,24-HR BLK AVG,81102
3489,1999-12-07,12,24-HR BLK AVG,81102
3490,1999-12-09,10,24-HR BLK AVG,81102
3491,1999-12-10,10,24-HR BLK AVG,81102
3492,1999-12-12,10,24-HR BLK AVG,81102
3493,1999-12-13,13,24-HR BLK AVG,81102
3494,1999-12-15,13,24-HR BLK AVG,81102
3495,1999-12-16,16,24-HR BLK AVG,81102
3496,1999-12-18,10,24-HR BLK AVG,81102
3497,1999-12-19,13,24-HR BLK AVG,81102
3498,1999-12-21,9,24-HR BLK AVG,81102
3499,1999-12-22,10,24-HR BLK AVG,81102
3500,1999-12-24,13,24-HR BLK AVG,81102
3501,1999-12-25,11,24-HR BLK AVG,81102
3502,1999-12-27,15,24-HR BLK AVG,81102
3503,1999-12-28,19,24-HR BLK AVG,81102
3504,1999-12-30,19,24-HR BLK AVG,81102
3505,1999-12-31,22,24-HR BLK AVG,81102
3506,1999-01-27,53,24 HOUR,88101
3507,1999-01-27,53,24 HOUR,88101
3508,1999-01-27,53,24 HOUR,88101
3509,1999-01-27,53,24 HOUR,88101
3510,1999-01-27,53,24 HOUR,88101
3511,1999-01-27,53,24 HOUR,88101
3512,1999-01-30,40,24 HOUR,88101
3513,1999-01-30,40,24 HOUR,88101
3514,1999-01-30,40,24 HOUR,88101
3515,1999-01-30,40,24 HOUR,88101
3516,1999-01-30,40,24 HOUR,88101
3517,1999-01-30,40,24 HOUR,88101
3518,1999-02-02,22,24 HOUR,88101
3519,1999-02-02,22,24 HOUR,88101
3520,1999-02-02,22,24 HOUR,88101
3521,1999-02-02,22,24 HOUR,88101
3522,1999-02-02,22,24 HOUR,88101
3523,1999-02-02,22,24 HOUR,88101
3524,1999-02-05,56,24 HOUR,88101
3525,1999-02-05,56,24 HOUR,88101
3526,1999-02-05,56,24 HOUR,88101
3527,1999-02-05,56,24 HOUR,88101
3528,1999-02-05,56,24 HOUR,88101
3529,1999-02-05,56,24 HOUR,88101
3530,1999-02-08,58,24 HOUR,88101
3531,1999-02-08,58,24 HOUR,88101
3532,1999-02-08,58,24 HOUR,88101
3533,1999-02-08,58,24 HOUR,88101
3534,1999-02-08,58,24 HOUR,88101
3535,1999-02-08,58,24 HOUR,88101
3536,1999-02-11,26,24 HOUR,88101
3537,1999-02-11,26,24 HOUR,88101
3538,1999-02-11,26,24 HOUR,88101
3539,1999-02-11,26,24 HOUR,88101
3540,1999-02-11,26,24 HOUR,88101
3541,1999-02-11,26,24 HOUR,88101
3542,1999-02-14,27,24 HOUR,88101
3543,1999-02-14,27,24 HOUR,88101
3544,1999-02-14,27,24 HOUR,88101
3545,1999-02-14,27,24 HOUR,88101
3546,1999-02-14,27,24 HOUR,88101
3547,1999-02-14,27,24 HOUR,88101
3548,1999-02-17,48,24 HOUR,88101
3549,1999-02-17,48,24 HOUR,88101
3550,1999-02-17,48,24 HOUR,88101
3551,1999-02-17,48,24 HOUR,88101
3552,1999-02-17,48,24 HOUR,88101
3553,1999-02-17,48,24 HOUR,88101
3554,1999-02-20,75,24 HOUR,88101
3555,1999-02-20,75,24 HOUR,88101
3556,1999-02-20,75,24 HOUR,88101
3557,1999-02-20,75,24 HOUR,88101
3558,1999-02-20,75,24 HOUR,88101
3559,1999-02-20,75,24 HOUR,88101
3560,1999-02-23,27,24 HOUR,88101
3561,1999-02-23,27,24 HOUR,88101
3562,1999-02-23,27,24 HOUR,88101
3563,1999-02-23,27,24 HOUR,88101
3564,1999-02-23,27,24 HOUR,88101
3565,1999-02-23,27,24 HOUR,88101
3566,1999-02-26,62,24 HOUR,88101
3567,1999-02-26,62,24 HOUR,88101
3568,1999-02-26,62,24 HOUR,88101
3569,1999-02-26,62,24 HOUR,88101
3570,1999-02-26,62,24 HOUR,88101
3571,1999-02-26,62,24 HOUR,88101
3572,1999-03-01,41,24 HOUR,88101
3573,1999-03-01,41,24 HOUR,88101
3574,1999-03-01,41,24 HOUR,88101
3575,1999-03-01,41,24 HOUR,88101
3576,1999-03-01,41,24 HOUR,88101
3577,1999-03-01,41,24 HOUR,88101
3578,1999-03-04,49,24 HOUR,88101
3579,1999-03-04,49,24 HOUR,88101
3580,1999-03-04,49,24 HOUR,88101
3581,1999-03-04,49,24 HOUR,88101
3582,1999-03-04,49,24 HOUR,88101
3583,1999-03-04,49,24 HOUR,88101
3584,1999-03-07,67,24 HOUR,88101
3585,1999-03-07,67,24 HOUR,88101
3586,1999-03-07,67,24 HOUR,88101
3587,1999-03-07,67,24 HOUR,88101
3588,1999-03-07,67,24 HOUR,88101
3589,1999-03-07,67,24 HOUR,88101
3590,1999-03-10,69,24 HOUR,88101
3591,1999-03-10,69,24 HOUR,88101
3592,1999-03-10,69,24 HOUR,88101
3593,1999-03-10,69,24 HOUR,88101
3594,1999-03-10,69,24 HOUR,88101
3595,1999-03-10,69,24 HOUR,88101
3596,1999-03-13,60,24 HOUR,88101
3597,1999-03-13,60,24 HOUR,88101
3598,1999-03-13,60,24 HOUR,88101
3599,1999-03-13,60,24 HOUR,88101
3600,1999-03-13,60,24 HOUR,88101
3601,1999-03-13,60,24 HOUR,88101
3602,1999-03-16,31,24 HOUR,88101
3603,1999-03-16,31,24 HOUR,88101
3604,1999-03-16,31,24 HOUR,88101
3605,1999-03-16,31,24 HOUR,88101
3606,1999-03-16,31,24 HOUR,88101
3607,1999-03-16,31,24 HOUR,88101
3608,1999-03-19,49,24 HOUR,88101
3609,1999-03-19,49,24 HOUR,88101
3610,1999-03-19,49,24 HOUR,88101
3611,1999-03-19,49,24 HOUR,88101
3612,1999-03-19,49,24 HOUR,88101
3613,1999-03-19,49,24 HOUR,88101
3614,1999-03-22,44,24 HOUR,88101
3615,1999-03-22,44,24 HOUR,88101
3616,1999-03-22,44,24 HOUR,88101
3617,1999-03-22,44,24 HOUR,88101
3618,1999-03-22,44,24 HOUR,88101
3619,1999-03-22,44,24 HOUR,88101
3620,1999-03-25,52,24 HOUR,88101
3621,1999-03-25,52,24 HOUR,88101
3622,1999-03-25,52,24 HOUR,88101
3623,1999-03-25,52,24 HOUR,88101
3624,1999-03-25,52,24 HOUR,88101
3625,1999-03-25,52,24 HOUR,88101
3626,1999-03-28,62,24 HOUR,88101
3627,1999-03-28,62,24 HOUR,88101
3628,1999-03-28,62,24 HOUR,88101
3629,1999-03-28,62,24 HOUR,88101
3630,1999-03-28,62,24 HOUR,88101
3631,1999-03-28,62,24 HOUR,88101
3632,1999-03-31,53,24 HOUR,88101
3633,1999-03-31,53,24 HOUR,88101
3634,1999-03-31,53,24 HOUR,88101
3635,1999-03-31,53,24 HOUR,88101
3636,1999-03-31,53,24 HOUR,88101
3637,1999-03-31,53,24 HOUR,88101
3638,1999-04-03,59,24 HOUR,88101
3639,1999-04-03,59,24 HOUR,88101
3640,1999-04-03,59,24 HOUR,88101
3641,1999-04-03,59,24 HOUR,88101
3642,1999-04-03,59,24 HOUR,88101
3643,1999-04-03,59,24 HOUR,88101
3644,1999-04-06,25,24 HOUR,88101
3645,1999-04-06,25,24 HOUR,88101
3646,1999-04-06,25,24 HOUR,88101
3647,1999-04-06,25,24 HOUR,88101
3648,1999-04-06,25,24 HOUR,88101
3649,1999-04-06,25,24 HOUR,88101
3650,1999-04-09,53,24 HOUR,88101
3651,1999-04-09,53,24 HOUR,88101
3652,1999-04-09,53,24 HOUR,88101
3653,1999-04-09,53,24 HOUR,88101
3654,1999-04-09,53,24 HOUR,88101
3655,1999-04-09,53,24 HOUR,88101
3656,1999-04-12,65,24 HOUR,88101
3657,1999-04-12,65,24 HOUR,88101
3658,1999-04-12,65,24 HOUR,88101
3659,1999-04-12,65,24 HOUR,88101
3660,1999-04-12,65,24 HOUR,88101
3661,1999-04-12,65,24 HOUR,88101
3662,1999-04-15,15,24 HOUR,88101
3663,1999-04-15,15,24 HOUR,88101
3664,1999-04-15,15,24 HOUR,88101
3665,1999-04-15,15,24 HOUR,88101
3666,1999-04-15,15,24 HOUR,88101
3667,1999-04-15,15,24 HOUR,88101
3668,1999-04-18,30,24 HOUR,88101
3669,1999-04-18,30,24 HOUR,88101
3670,1999-04-18,30,24 HOUR,88101
3671,1999-04-18,30,24 HOUR,88101
3672,1999-04-18,30,24 HOUR,88101
3673,1999-04-18,30,24 HOUR,88101
3674,1999-04-21,32,24 HOUR,88101
3675,1999-04-21,32,24 HOUR,88101
3676,1999-04-21,32,24 HOUR,88101
3677,1999-04-21,32,24 HOUR,88101
3678,1999-04-21,32,24 HOUR,88101
3679,1999-04-21,32,24 HOUR,88101
3680,1999-04-24,97,24 HOUR,88101
3681,1999-04-24,97,24 HOUR,88101
3682,1999-04-24,97,24 HOUR,88101
3683,1999-04-24,97,24 HOUR,88101
3684,1999-04-24,97,24 HOUR,88101
3685,1999-04-24,97,24 HOUR,88101
3686,1999-04-27,35,24 HOUR,88101
3687,1999-04-27,35,24 HOUR,88101
3688,1999-04-27,35,24 HOUR,88101
3689,1999-04-27,35,24 HOUR,88101
3690,1999-04-27,35,24 HOUR,88101
3691,1999-04-27,35,24 HOUR,88101
3692,1999-04-30,63,24 HOUR,88101
3693,1999-04-30,63,24 HOUR,88101
3694,1999-04-30,63,24 HOUR,88101
3695,1999-04-30,63,24 HOUR,88101
3696,1999-04-30,63,24 HOUR,88101
3697,1999-04-30,63,24 HOUR,88101
3698,1999-05-06,21,24 HOUR,88101
3699,1999-05-06,21,24 HOUR,88101
3700,1999-05-06,21,24 HOUR,88101
3701,1999-05-06,21,24 HOUR,88101
3702,1999-05-06,21,24 HOUR,88101
3703,1999-05-06,21,24 HOUR,88101
3704,1999-05-09,59,24 HOUR,88101
3705,1999-05-09,59,24 HOUR,88101
3706,1999-05-09,59,24 HOUR,88101
3707,1999-05-09,59,24 HOUR,88101
3708,1999-05-09,59,24 HOUR,88101
3709,1999-05-09,59,24 HOUR,88101
3710,1999-05-12,21,24 HOUR,88101
3711,1999-05-12,21,24 HOUR,88101
3712,1999-05-12,21,24 HOUR,88101
3713,1999-05-12,21,24 HOUR,88101
3714,1999-05-12,21,24 HOUR,88101
3715,1999-05-12,21,24 HOUR,88101
3716,1999-05-15,80,24 HOUR,88101
3717,1999-05-15,80,24 HOUR,88101
3718,1999-05-15,80,24 HOUR,88101
3719,1999-05-15,80,24 HOUR,88101
3720,1999-05-15,80,24 HOUR,88101
3721,1999-05-15,80,24 HOUR,88101
3722,1999-05-18,23,24 HOUR,88101
3723,1999-05-18,23,24 HOUR,88101
3724,1999-05-18,23,24 HOUR,88101
3725,1999-05-18,23,24 HOUR,88101
3726,1999-05-18,23,24 HOUR,88101
3727,1999-05-18,23,24 HOUR,88101
3728,1999-05-21,31,24 HOUR,88101
3729,1999-05-21,31,24 HOUR,88101
3730,1999-05-21,31,24 HOUR,88101
3731,1999-05-21,31,24 HOUR,88101
3732,1999-05-21,31,24 HOUR,88101
3733,1999-05-21,31,24 HOUR,88101
3734,1999-05-24,27,24 HOUR,88101
3735,1999-05-24,27,24 HOUR,88101
3736,1999-05-24,27,24 HOUR,88101
3737,1999-05-24,27,24 HOUR,88101
3738,1999-05-24,27,24 HOUR,88101
3739,1999-05-24,27,24 HOUR,88101
3740,1999-05-27,43,24 HOUR,88101
3741,1999-05-27,43,24 HOUR,88101
3742,1999-05-27,43,24 HOUR,88101
3743,1999-05-27,43,24 HOUR,88101
3744,1999-05-27,43,24 HOUR,88101
3745,1999-05-27,43,24 HOUR,88101
3746,1999-05-30,56,24 HOUR,88101
3747,1999-05-30,56,24 HOUR,88101
3748,1999-05-30,56,24 HOUR,88101
3749,1999-05-30,56,24 HOUR,88101
3750,1999-05-30,56,24 HOUR,88101
3751,1999-05-30,56,24 HOUR,88101
3752,1999-06-02,26,24 HOUR,88101
3753,1999-06-02,26,24 HOUR,88101
3754,1999-06-02,26,24 HOUR,88101
3755,1999-06-02,26,24 HOUR,88101
3756,1999-06-02,26,24 HOUR,88101
3757,1999-06-02,26,24 HOUR,88101
3758,1999-06-05,60,24 HOUR,88101
3759,1999-06-05,60,24 HOUR,88101
3760,1999-06-05,60,24 HOUR,88101
3761,1999-06-05,60,24 HOUR,88101
3762,1999-06-05,60,24 HOUR,88101
3763,1999-06-05,60,24 HOUR,88101
3764,1999-06-08,75,24 HOUR,88101
3765,1999-06-08,75,24 HOUR,88101
3766,1999-06-08,75,24 HOUR,88101
3767,1999-06-08,75,24 HOUR,88101
3768,1999-06-08,75,24 HOUR,88101
3769,1999-06-08,75,24 HOUR,88101
3770,1999-06-11,48,24 HOUR,88101
3771,1999-06-11,48,24 HOUR,88101
3772,1999-06-11,48,24 HOUR,88101
3773,1999-06-11,48,24 HOUR,88101
3774,1999-06-11,48,24 HOUR,88101
3775,1999-06-11,48,24 HOUR,88101
3776,1999-06-14,31,24 HOUR,88101
3777,1999-06-14,31,24 HOUR,88101
3778,1999-06-14,31,24 HOUR,88101
3779,1999-06-14,31,24 HOUR,88101
3780,1999-06-14,31,24 HOUR,88101
3781,1999-06-14,31,24 HOUR,88101
3782,1999-06-17,44,24 HOUR,88101
3783,1999-06-17,44,24 HOUR,88101
3784,1999-06-17,44,24 HOUR,88101
3785,1999-06-17,44,24 HOUR,88101
3786,1999-06-17,44,24 HOUR,88101
3787,1999-06-17,44,24 HOUR,88101
3788,1999-06-20,83,24 HOUR,88101
3789,1999-06-20,83,24 HOUR,88101
3790,1999-06-20,83,24 HOUR,88101
3791,1999-06-20,83,24 HOUR,88101
3792,1999-06-20,83,24 HOUR,88101
3793,1999-06-20,83,24 HOUR,88101
3794,1999-06-23,8,24 HOUR,88101
3795,1999-06-23,8,24 HOUR,88101
3796,1999-06-23,8,24 HOUR,88101
3797,1999-06-23,8,24 HOUR,88101
3798,1999-06-23,8,24 HOUR,88101
3799,1999-06-23,8,24 HOUR,88101
3800,1999-06-26,43,24 HOUR,88101
3801,1999-06-26,43,24 HOUR,88101
3802,1999-06-26,43,24 HOUR,88101
3803,1999-06-26,43,24 HOUR,88101
3804,1999-06-26,43,24 HOUR,88101
3805,1999-06-26,43,24 HOUR,88101
3806,1999-06-29,22,24 HOUR,88101
3807,1999-06-29,22,24 HOUR,88101
3808,1999-06-29,22,24 HOUR,88101
3809,1999-06-29,22,24 HOUR,88101
3810,1999-06-29,22,24 HOUR,88101
3811,1999-06-29,22,24 HOUR,88101
3812,1999-07-02,22,24 HOUR,88101
3813,1999-07-02,22,24 HOUR,88101
3814,1999-07-02,22,24 HOUR,88101
3815,1999-07-02,22,24 HOUR,88101
3816,1999-07-02,22,24 HOUR,88101
3817,1999-07-02,22,24 HOUR,88101
3818,1999-07-08,62,24 HOUR,88101
3819,1999-07-08,62,24 HOUR,88101
3820,1999-07-08,62,24 HOUR,88101
3821,1999-07-08,62,24 HOUR,88101
3822,1999-07-08,62,24 HOUR,88101
3823,1999-07-08,62,24 HOUR,88101
3824,1999-07-11,42,24 HOUR,88101
3825,1999-07-11,42,24 HOUR,88101
3826,1999-07-11,42,24 HOUR,88101
3827,1999-07-11,42,24 HOUR,88101
3828,1999-07-11,42,24 HOUR,88101
3829,1999-07-11,42,24 HOUR,88101
3830,1999-07-14,39,24 HOUR,88101
3831,1999-07-14,39,24 HOUR,88101
3832,1999-07-14,39,24 HOUR,88101
3833,1999-07-14,39,24 HOUR,88101
3834,1999-07-14,39,24 HOUR,88101
3835,1999-07-14,39,24 HOUR,88101
3836,1999-07-17,58,24 HOUR,88101
3837,1999-07-17,58,24 HOUR,88101
3838,1999-07-17,58,24 HOUR,88101
3839,1999-07-17,58,24 HOUR,88101
3840,1999-07-17,58,24 HOUR,88101
3841,1999-07-17,58,24 HOUR,88101
3842,1999-07-20,58,24 HOUR,88101
3843,1999-07-20,58,24 HOUR,88101
3844,1999-07-20,58,24 HOUR,88101
3845,1999-07-20,58,24 HOUR,88101
3846,1999-07-20,58,24 HOUR,88101
3847,1999-07-20,58,24 HOUR,88101
3848,1999-07-23,55,24 HOUR,88101
3849,1999-07-23,55,24 HOUR,88101
3850,1999-07-23,55,24 HOUR,88101
3851,1999-07-23,55,24 HOUR,88101
3852,1999-07-23,55,24 HOUR,88101
3853,1999-07-23,55,24 HOUR,88101
3854,1999-07-26,66,24 HOUR,88101
3855,1999-07-26,66,24 HOUR,88101
3856,1999-07-26,66,24 HOUR,88101
3857,1999-07-26,66,24 HOUR,88101
3858,1999-07-26,66,24 HOUR,88101
3859,1999-07-26,66,24 HOUR,88101
3860,1999-07-29,49,24 HOUR,88101
3861,1999-07-29,49,24 HOUR,88101
3862,1999-07-29,49,24 HOUR,88101
3863,1999-07-29,49,24 HOUR,88101
3864,1999-07-29,49,24 HOUR,88101
3865,1999-07-29,49,24 HOUR,88101
3866,1999-08-01,29,24 HOUR,88101
3867,1999-08-01,29,24 HOUR,88101
3868,1999-08-01,29,24 HOUR,88101
3869,1999-08-01,29,24 HOUR,88101
3870,1999-08-01,29,24 HOUR,88101
3871,1999-08-01,29,24 HOUR,88101
3872,1999-08-04,65,24 HOUR,88101
3873,1999-08-04,65,24 HOUR,88101
3874,1999-08-04,65,24 HOUR,88101
3875,1999-08-04,65,24 HOUR,88101
3876,1999-08-04,65,24 HOUR,88101
3877,1999-08-04,65,24 HOUR,88101
3878,1999-08-10,53,24 HOUR,88101
3879,1999-08-10,53,24 HOUR,88101
3880,1999-08-10,53,24 HOUR,88101
3881,1999-08-10,53,24 HOUR,88101
3882,1999-08-10,53,24 HOUR,88101
3883,1999-08-10,53,24 HOUR,88101
3884,1999-08-13,20,24 HOUR,88101
3885,1999-08-13,20,24 HOUR,88101
3886,1999-08-13,20,24 HOUR,88101
3887,1999-08-13,20,24 HOUR,88101
3888,1999-08-13,20,24 HOUR,88101
3889,1999-08-13,20,24 HOUR,88101
3890,1999-08-16,57,24 HOUR,88101
3891,1999-08-16,57,24 HOUR,88101
3892,1999-08-16,57,24 HOUR,88101
3893,1999-08-16,57,24 HOUR,88101
3894,1999-08-16,57,24 HOUR,88101
3895,1999-08-16,57,24 HOUR,88101
3896,1999-08-19,20,24 HOUR,88101
3897,1999-08-19,20,24 HOUR,88101
3898,1999-08-19,20,24 HOUR,88101
3899,1999-08-19,20,24 HOUR,88101
3900,1999-08-19,20,24 HOUR,88101
3901,1999-08-19,20,24 HOUR,88101
3902,1999-08-22,75,24 HOUR,88101
3903,1999-08-22,75,24 HOUR,88101
3904,1999-08-22,75,24 HOUR,88101
3905,1999-08-22,75,24 HOUR,88101
3906,1999-08-22,75,24 HOUR,88101
3907,1999-08-22,75,24 HOUR,88101
3908,1999-08-25,43,24 HOUR,88101
3909,1999-08-25,43,24 HOUR,88101
3910,1999-08-25,43,24 HOUR,88101
3911,1999-08-25,43,24 HOUR,88101
3912,1999-08-25,43,24 HOUR,88101
3913,1999-08-25,43,24 HOUR,88101
3914,1999-08-28,52,24 HOUR,88101
3915,1999-08-28,52,24 HOUR,88101
3916,1999-08-28,52,24 HOUR,88101
3917,1999-08-28,52,24 HOUR,88101
3918,1999-08-28,52,24 HOUR,88101
3919,1999-08-28,52,24 HOUR,88101
3920,1999-08-31,96,24 HOUR,88101
3921,1999-08-31,96,24 HOUR,88101
3922,1999-08-31,96,24 HOUR,88101
3923,1999-08-31,96,24 HOUR,88101
3924,1999-08-31,96,24 HOUR,88101
3925,1999-08-31,96,24 HOUR,88101
3926,1999-09-03,74,24 HOUR,88101
3927,1999-09-03,74,24 HOUR,88101
3928,1999-09-03,74,24 HOUR,88101
3929,1999-09-03,74,24 HOUR,88101
3930,1999-09-03,74,24 HOUR,88101
3931,1999-09-03,74,24 HOUR,88101
3932,1999-09-06,53,24 HOUR,88101
3933,1999-09-06,53,24 HOUR,88101
3934,1999-09-06,53,24 HOUR,88101
3935,1999-09-06,53,24 HOUR,88101
3936,1999-09-06,53,24 HOUR,88101
3937,1999-09-06,53,24 HOUR,88101
3938,1999-09-12,29,24 HOUR,88101
3939,1999-09-12,29,24 HOUR,88101
3940,1999-09-12,29,24 HOUR,88101
3941,1999-09-12,29,24 HOUR,88101
3942,1999-09-12,29,24 HOUR,88101
3943,1999-09-12,29,24 HOUR,88101
3944,1999-09-15,27,24 HOUR,88101
3945,1999-09-15,27,24 HOUR,88101
3946,1999-09-15,27,24 HOUR,88101
3947,1999-09-15,27,24 HOUR,88101
3948,1999-09-15,27,24 HOUR,88101
3949,1999-09-15,27,24 HOUR,88101
3950,1999-09-18,74,24 HOUR,88101
3951,1999-09-18,74,24 HOUR,88101
3952,1999-09-18,74,24 HOUR,88101
3953,1999-09-18,74,24 HOUR,88101
3954,1999-09-18,74,24 HOUR,88101
3955,1999-09-18,74,24 HOUR,88101
3956,1999-09-21,25,24 HOUR,88101
3957,1999-09-21,25,24 HOUR,88101
3958,1999-09-21,25,24 HOUR,88101
3959,1999-09-21,25,24 HOUR,88101
3960,1999-09-21,25,24 HOUR,88101
3961,1999-09-21,25,24 HOUR,88101
3962,1999-09-24,53,24 HOUR,88101
3963,1999-09-24,53,24 HOUR,88101
3964,1999-09-24,53,24 HOUR,88101
3965,1999-09-24,53,24 HOUR,88101
3966,1999-09-24,53,24 HOUR,88101
3967,1999-09-24,53,24 HOUR,88101
3968,1999-09-27,12,24 HOUR,88101
3969,1999-09-27,12,24 HOUR,88101
3970,1999-09-27,12,24 HOUR,88101
3971,1999-09-27,12,24 HOUR,88101
3972,1999-09-27,12,24 HOUR,88101
3973,1999-09-27,12,24 HOUR,88101
3974,1999-09-30,29,24 HOUR,88101
3975,1999-09-30,29,24 HOUR,88101
3976,1999-09-30,29,24 HOUR,88101
3977,1999-09-30,29,24 HOUR,88101
3978,1999-09-30,29,24 HOUR,88101
3979,1999-09-30,29,24 HOUR,88101
3980,1999-10-03,46,24 HOUR,88101
3981,1999-10-03,46,24 HOUR,88101
3982,1999-10-03,46,24 HOUR,88101
3983,1999-10-03,46,24 HOUR,88101
3984,1999-10-03,46,24 HOUR,88101
3985,1999-10-03,46,24 HOUR,88101
3986,1999-10-06,53,24 HOUR,88101
3987,1999-10-06,53,24 HOUR,88101
3988,1999-10-06,53,24 HOUR,88101
3989,1999-10-06,53,24 HOUR,88101
3990,1999-10-06,53,24 HOUR,88101
3991,1999-10-06,53,24 HOUR,88101
3992,1999-10-09,65,24 HOUR,88101
3993,1999-10-09,65,24 HOUR,88101
3994,1999-10-09,65,24 HOUR,88101
3995,1999-10-09,65,24 HOUR,88101
3996,1999-10-09,65,24 HOUR,88101
3997,1999-10-09,65,24 HOUR,88101
3998,1999-10-12,58,24 HOUR,88101
3999,1999-10-12,58,24 HOUR,88101
4000,1999-10-12,58,24 HOUR,88101
4001,1999-10-12,58,24 HOUR,88101
4002,1999-10-12,58,24 HOUR,88101
4003,1999-10-12,58,24 HOUR,88101
4004,1999-10-15,50,24 HOUR,88101
4005,1999-10-15,50,24 HOUR,88101
4006,1999-10-15,50,24 HOUR,88101
4007,1999-10-15,50,24 HOUR,88101
4008,1999-10-15,50,24 HOUR,88101
4009,1999-10-15,50,24 HOUR,88101
4010,1999-10-18,34,24 HOUR,88101
4011,1999-10-18,34,24 HOUR,88101
4012,1999-10-18,34,24 HOUR,88101
4013,1999-10-18,34,24 HOUR,88101
4014,1999-10-18,34,24 HOUR,88101
4015,1999-10-18,34,24 HOUR,88101
4016,1999-10-21,43,24 HOUR,88101
4017,1999-10-21,43,24 HOUR,88101
4018,1999-10-21,43,24 HOUR,88101
4019,1999-10-21,43,24 HOUR,88101
4020,1999-10-21,43,24 HOUR,88101
4021,1999-10-21,43,24 HOUR,88101
4022,1999-10-24,23,24 HOUR,88101
4023,1999-10-24,23,24 HOUR,88101
4024,1999-10-24,23,24 HOUR,88101
4025,1999-10-24,23,24 HOUR,88101
4026,1999-10-24,23,24 HOUR,88101
4027,1999-10-24,23,24 HOUR,88101
4028,1999-10-27,34,24 HOUR,88101
4029,1999-10-27,34,24 HOUR,88101
4030,1999-10-27,34,24 HOUR,88101
4031,1999-10-27,34,24 HOUR,88101
4032,1999-10-27,34,24 HOUR,88101
4033,1999-10-27,34,24 HOUR,88101
4034,1999-10-30,17,24 HOUR,88101
4035,1999-10-30,17,24 HOUR,88101
4036,1999-10-30,17,24 HOUR,88101
4037,1999-10-30,17,24 HOUR,88101
4038,1999-10-30,17,24 HOUR,88101
4039,1999-10-30,17,24 HOUR,88101
4040,1999-11-02,18,24 HOUR,88101
4041,1999-11-02,18,24 HOUR,88101
4042,1999-11-02,18,24 HOUR,88101
4043,1999-11-02,18,24 HOUR,88101
4044,1999-11-02,18,24 HOUR,88101
4045,1999-11-02,18,24 HOUR,88101
4046,1999-11-05,41,24 HOUR,88101
4047,1999-11-05,41,24 HOUR,88101
4048,1999-11-05,41,24 HOUR,88101
4049,1999-11-05,41,24 HOUR,88101
